id,reviewer,rating,text
56,미식가81,4,스테이크 육즙이 대박입니다. 물 리필을 알아서 해주셔서 감사했어요. 조용해서 대화하기 좋았어요.
57,주말나들이78,3,평범한 맛입니다. 물 리필을 알아서 해주셔서 감사했어요. 분위기가 너무 시끄러워요.
58,주말나들이41,1,평범한 맛입니다. 음식이 늦게 나와서 한참 기다렸어요. 매장이 좀 좁아서 불편하네요.
59,미식가34,5,맛이 정말 최고예요! 물 리필을 알아서 해주셔서 감사했어요. 인테리어가 감각적이에요.
60,현지인79,1,파스타가 덜 익었어요. 음식이 늦게 나와서 한참 기다렸어요. 분위기가 너무 시끄러워요.
61,미식가17,1,파스타가 덜 익었어요. 서비스가 최악입니다. 불러도 안 오네요. 매장이 좀 좁아서 불편하네요.
62,익명91,4,재료가 신선하네요. 직원분 설명이 친절해서 좋았습니다. 인테리어가 감각적이에요.
63,미식가71,2,파스타가 덜 익었어요. 서비스가 최악입니다. 불러도 안 오네요. 매장이 좀 좁아서 불편하네요.
64,미식가48,4,맛이 정말 최고예요! 직원분 설명이 친절해서 좋았습니다. 야외 테라스 뷰가 예술입니다.
65,미식가67,2,음식이 좀 짜요. 음식이 늦게 나와서 한참 기다렸어요. 분위기가 너무 시끄러워요.
66,현지인29,4,간이 딱 맞아서 좋았습니다. 물 리필을 알아서 해주셔서 감사했어요. 조용해서 대화하기 좋았어요.
67,주말나들이48,5,맛이 정말 최고예요! 물 리필을 알아서 해주셔서 감사했어요. 인테리어가 감각적이에요.
68,미식가97,4,간이 딱 맞아서 좋았습니다. 직원분 설명이 친절해서 좋았습니다. 조용해서 대화하기 좋았어요.
69,익명57,4,재료가 신선하네요. 직원분 설명이 친절해서 좋았습니다. 조용해서 대화하기 좋았어요.
70,혼밥족52,1,평범한 맛입니다. 서비스가 최악입니다. 불러도 안 오네요. 매장이 좀 좁아서 불편하네요.
71,맛집탐방가90,1,음식이 좀 짜요. 서비스가 최악입니다. 불러도 안 오네요. 분위기가 너무 시끄러워요.
72,나그네69,3,파스타가 덜 익었어요. 음식이 늦게 나와서 한참 기다렸어요. 조용해서 대화하기 좋았어요.
73,나그네77,1,음식이 좀 짜요. 서비스가 최악입니다. 불러도 안 오네요. 매장이 좀 좁아서 불편하네요.
74,맛집탐방가28,4,간이 딱 맞아서 좋았습니다. 직원분들이 정말 친절해요. 조용해서 대화하기 좋았어요.
75,현지인78,2,파스타가 덜 익었어요. 음식이 늦게 나와서 한참 기다렸어요. 매장이 좀 좁아서 불편하네요.
76,주말나들이79,4,스테이크 육즙이 대박입니다. 직원분들이 정말 친절해요. 야외 테라스 뷰가 예술입니다.
77,미식가86,1,파스타가 덜 익었어요. 서비스가 최악입니다. 불러도 안 오네요. 분위기가 너무 시끄러워요.
78,현지인52,5,스테이크 육즙이 대박입니다. 직원분 설명이 친절해서 좋았습니다. 인테리어가 감각적이에요.
79,여행객60,5,맛이 정말 최고예요! 직원분 설명이 친절해서 좋았습니다. 인테리어가 감각적이에요.
80,현지인31,1,음식이 좀 짜요. 서비스가 최악입니다. 불러도 안 오네요. 분위기가 너무 시끄러워요.
81,여행객99,1,음식이 좀 짜요. 음식이 늦게 나와서 한참 기다렸어요. 분위기가 너무 시끄러워요.
82,익명43,3,스테이크 육즙이 대박입니다. 서비스가 최악입니다. 불러도 안 오네요. 사진 찍기 좋은 조명입니다.
83,혼밥족12,3,재료가 신선하네요. 물 리필을 알아서 해주셔서 감사했어요. 사진 찍기 좋은 조명입니다.
84,익명93,2,음식이 좀 짜요. 서비스가 최악입니다. 불러도 안 오네요. 분위기가 너무 시끄러워요.
85,익명73,2,음식이 좀 짜요. 서비스가 최악입니다. 불러도 안 오네요. 분위기가 너무 시끄러워요.
86,미식가54,3,스테이크 육즙이 대박입니다. 물 리필을 알아서 해주셔서 감사했어요. 조용해서 대화하기 좋았어요.
87,맛집탐방가90,4,재료가 신선하네요. 직원분 설명이 친절해서 좋았습니다. 인테리어가 감각적이에요.
88,미식가61,5,재료가 신선하네요. 물 리필을 알아서 해주셔서 감사했어요. 조용해서 대화하기 좋았어요.
89,미식가55,1,음식이 좀 짜요. 음식이 늦게 나와서 한참 기다렸어요. 매장이 좀 좁아서 불편하네요.
90,현지인43,2,음식이 좀 짜요. 음식이 늦게 나와서 한참 기다렸어요. 분위기가 너무 시끄러워요.
91,나그네11,3,음식이 좀 짜요. 음식이 늦게 나와서 한참 기다렸어요. 분위기가 너무 시끄러워요.
92,익명36,5,재료가 신선하네요. 직원분들이 정말 친절해요. 조용해서 대화하기 좋았어요.
93,혼밥족46,1,음식이 좀 짜요. 서비스가 최악입니다. 불러도 안 오네요. 매장이 좀 좁아서 불편하네요.
94,여행객94,1,파스타가 덜 익었어요. 서비스가 최악입니다. 불러도 안 오네요. 분위기가 너무 시끄러워요.
95,나그네64,5,재료가 신선하네요. 물 리필을 알아서 해주셔서 감사했어요. 인테리어가 감각적이에요.
96,혼밥족55,1,음식이 좀 짜요. 서비스가 최악입니다. 불러도 안 오네요. 매장이 좀 좁아서 불편하네요.
97,혼밥족32,3,맛이 정말 최고예요! 직원분들이 정말 친절해요. 사진 찍기 좋은 조명입니다.
98,익명72,2,음식이 좀 짜요. 음식이 늦게 나와서 한참 기다렸어요. 분위기가 너무 시끄러워요.
99,맛집탐방가22,4,간이 딱 맞아서 좋았습니다. 직원분들이 정말 친절해요. 야외 테라스 뷰가 예술입니다.
100,미식가41,3,간이 딱 맞아서 좋았습니다. 서비스가 최악입니다. 불러도 안 오네요. 야외 테라스 뷰가 예술입니다.
